partition,scene,frame,vc
FKIT,capsicum,393,0.066697
FKIT,capsicum,394,0.087876
FKIT,capsicum,395,0.133313
FKIT,capsicum,396,0.079531
FKIT,capsicum,397,0.149878
FKIT,capsicum,398,0.200927
FKIT,capsicum,399,0.212183
FKIT,capsicum,400,0.109346
FKIT,capsicum,401,0.059041
FKIT,capsicum,402,0.295732
FKIT,capsicum,403,0.161604
FKIT,capsicum,404,0.145736
FKIT,capsicum,405,0.235760
FKIT,capsicum,406,0.059369
FKIT,capsicum,407,0.150133
FKIT,capsicum,408,0.186262
FKIT,capsicum,409,0.132903
FKIT,capsicum,410,0.117357
FKIT,capsicum,411,0.132966
FKIT,capsicum,412,0.068397
FKIT,capsicum,413,0.106132
FKIT,capsicum,414,0.026247
FKIT,capsicum,415,0.095758
FKIT,capsicum,416,0.268122
FKIT,capsicum,417,0.264939
FKIT,capsicum,418,0.088349
FKIT,capsicum,419,0.121675
FKIT,capsicum,420,0.108285
FKIT,capsicum,421,0.284175
FKIT,capsicum,422,0.153400
FKIT,capsicum,423,0.214380
FKIT,capsicum,424,0.129208
FKIT,capsicum,425,0.137204
FKIT,capsicum,426,0.192419
FKIT,capsicum,427,0.187061
FKIT,capsicum,428,0.195691
FKIT,capsicum,429,0.482426
FKIT,capsicum,430,0.300257
FKIT,capsicum,431,0.378693
FKIT,capsicum,432,0.041677
FKIT,capsicum,433,0.147772
FKIT,capsicum,434,0.092885
FKIT,capsicum,435,0.235879
FKIT,capsicum,436,0.439403
FKIT,capsicum,437,0.384102
FKIT,capsicum,438,0.248186
FKIT,capsicum,439,0.043079
FKIT,capsicum,440,0.114198
FKIT,capsicum,441,0.124657
FKIT,capsicum,442,0.345015
FKIT,capsicum,443,0.277988
FKIT,capsicum,444,0.167702
FKIT,capsicum,445,0.136825
FKIT,capsicum,446,0.264800
FKIT,capsicum,447,0.103750
FKIT,capsicum,448,0.115387
FKIT,capsicum,449,0.171433
FKIT,capsicum,450,0.371652
FKIT,capsicum,451,0.417803
FKIT,capsicum,452,0.377548
FKIT,capsicum,453,0.457481
FKIT,capsicum,454,0.179281
FKIT,capsicum,455,0.181219
FKIT,capsicum,456,0.374191
FKIT,capsicum,457,0.212004
FKIT,capsicum,458,0.242517
FKIT,capsicum,459,0.476835
FKIT,capsicum,460,0.404713
FKIT,capsicum,461,0.425319
FKIT,capsicum,462,0.355440
FKIT,capsicum,463,0.163367
FKIT,capsicum,464,0.154930
FKIT,capsicum,465,0.156002
FKIT,capsicum,466,0.241002
FKIT,capsicum,467,0.300254
FKIT,capsicum,468,0.243432
FKIT,capsicum,469,0.195148
FKIT,capsicum,470,0.269692
FKIT,capsicum,471,0.212170
FKIT,capsicum,472,0.152578
FKIT,capsicum,473,0.068252
FKIT,capsicum,474,0.146466
FKIT,capsicum,475,0.181242
FKIT,capsicum,476,0.249722
FKIT,capsicum,477,0.070566
FKIT,capsicum,478,0.095427
FKIT,capsicum,479,0.056490
FKIT,capsicum,480,0.095279
FKIT,capsicum,481,0.093171
FKIT,capsicum,482,0.048630
FKIT,capsicum,483,0.160740
FKIT,capsicum,484,0.131608
FKIT,capsicum,485,0.106215
FKIT,capsicum,486,0.157714
FKIT,capsicum,487,0.262935
FKIT,capsicum,488,0.293932
FKIT,capsicum,489,0.232398
FKIT,capsicum,490,0.110176
FKIT,capsicum,491,0.254579
FKIT,capsicum,492,0.217990
FKIT,capsicum,493,0.221566
FKIT,capsicum,494,0.145100
FKIT,capsicum,495,0.116128
FKIT,capsicum,496,0.152683
FKIT,capsicum,497,0.078203
FKIT,capsicum,498,0.264669
FKIT,capsicum,499,0.177705
FKIT,capsicum,500,0.292243
FKIT,capsicum,501,0.304891
FKIT,capsicum,502,0.090567
FKIT,capsicum,503,0.084239
FKIT,capsicum,504,0.148362
FKIT,capsicum,505,0.105477
FKIT,capsicum,506,0.184847
FKIT,capsicum,507,0.064033
FKIT,capsicum,508,0.135974
FKIT,capsicum,509,0.085468
FKIT,capsicum,510,0.063283
FKIT,capsicum,511,0.126344
FKIT,capsicum,512,0.137993
FKIT,capsicum,513,0.108002
FKIT,capsicum,514,0.106035
FKIT,capsicum,515,0.290346
FKIT,capsicum,516,0.131862
FKIT,capsicum,517,0.163811
FKIT,capsicum,518,0.245061
FKIT,capsicum,519,0.125086
FKIT,capsicum,520,0.163799
FKIT,capsicum,521,0.140935
FKIT,capsicum,522,0.268110
FKIT,capsicum,523,0.169337
FKIT,capsicum,524,0.262806
FKIT,capsicum,525,0.404419
FKIT,capsicum,526,0.178397
FKIT,capsicum,527,0.227528
FKIT,capsicum,528,0.386168
FKIT,capsicum,529,0.103777
FKIT,capsicum,530,0.187504
FKIT,capsicum,531,0.166092
FKIT,capsicum,532,0.036594
FKIT,capsicum,533,0.128647
FKIT,capsicum,534,0.149146
FKIT,capsicum,535,0.039358
FKIT,capsicum,536,0.149170
FKIT,capsicum,537,0.060252
FKIT,capsicum,538,0.133275
FKIT,capsicum,539,0.109132
FKIT,capsicum,540,0.107429
FKIT,capsicum,541,0.114932
FKIT,capsicum,542,0.033493
FKIT,capsicum,543,0.065453
FKIT,capsicum,544,0.026083
FKIT,capsicum,545,0.116968
FKIT,capsicum,546,0.149292
FKIT,capsicum,547,0.094136
FKIT,capsicum,548,0.251777
FKIT,capsicum,549,0.261392
FKIT,capsicum,550,0.149651
FKIT,capsicum,551,0.209395
FKIT,capsicum,552,0.230113
FKIT,capsicum,553,0.179205
FKIT,capsicum,554,0.184926
FKIT,capsicum,555,0.211117
FKIT,capsicum,556,0.145436
FKIT,capsicum,557,0.121554
FKIT,capsicum,558,0.116228
FKIT,capsicum,559,0.103903
FKIT,capsicum,560,0.068658
FKIT,capsicum,561,0.161709
FKIT,capsicum,562,0.107007
FKIT,capsicum,563,0.054840
FKIT,capsicum,564,0.178074
FKIT,capsicum,565,0.212091
FKIT,capsicum,566,0.249588
FKIT,capsicum,567,0.142866
FKIT,capsicum,568,0.099367
FKIT,capsicum,569,0.306734
FKIT,capsicum,570,0.106124
FKIT,capsicum,571,0.094553
FKIT,capsicum,572,0.176964
FKIT,capsicum,573,0.096627
FKIT,capsicum,574,0.133501
FKIT,capsicum,575,0.237349
FKIT,capsicum,576,0.119013
FKIT,capsicum,577,0.289853
FKIT,capsicum,578,0.326985
FKIT,capsicum,579,0.354337
FKIT,capsicum,580,0.042654
FKIT,capsicum,581,0.100176
FKIT,capsicum,582,0.166260
FKIT,capsicum,583,0.142174
FKIT,capsicum,584,0.102918
FKIT,capsicum,585,0.091668
FKIT,capsicum,586,0.082385
FKIT,capsicum,587,0.143804
FKIT,capsicum,588,0.078333
FKIT,capsicum,589,0.190059
FKIT,capsicum,590,0.128152
FKIT,capsicum,591,0.084573
FKIT,capsicum,592,0.176065
FKIT,capsicum,593,0.136115
FKIT,capsicum,594,0.095770
FKIT,capsicum,595,0.070664
FKIT,capsicum,596,0.265622
FKIT,capsicum,597,0.109849
FKIT,capsicum,598,0.110433
FKIT,capsicum,599,0.153980
FKIT,capsicum,600,0.149430
FKIT,capsicum,601,0.087238
FKIT,capsicum,602,0.199598
FKIT,capsicum,603,0.240852
FKIT,capsicum,604,0.219913
FKIT,capsicum,605,0.048308
FKIT,capsicum,606,0.111853
FKIT,capsicum,607,0.025846
FKIT,capsicum,608,0.189348
FKIT,capsicum,609,0.216982
FKIT,capsicum,610,0.130256
FKIT,capsicum,611,0.090348
FKIT,capsicum,612,0.081464
FKIT,capsicum,613,0.126751
FKIT,capsicum,614,0.187598
FKIT,capsicum,615,0.127057
FKIT,capsicum,616,0.286891
FKIT,capsicum,617,0.109256
FKIT,capsicum,618,0.219053
FKIT,capsicum,619,0.144567
FKIT,capsicum,620,0.209891
FKIT,capsicum,621,0.092688
FKIT,capsicum,622,0.157120
FKIT,capsicum,623,0.132087
FKIT,capsicum,624,0.111499
FKIT,capsicum,625,0.089016
FKIT,capsicum,626,0.072410
FKIT,capsicum,627,0.228517
FKIT,capsicum,628,0.037931
FKIT,capsicum,629,0.254560
FKIT,capsicum,630,0.150295
FKIT,capsicum,631,0.139936
FKIT,capsicum,632,0.261826
FKIT,capsicum,633,0.099757
FKIT,capsicum,634,0.091369
FKIT,capsicum,635,0.128768
FKIT,capsicum,636,0.096634
FKIT,capsicum,637,0.072539
FKIT,capsicum,638,0.095473
FKIT,capsicum,639,0.190090
FKIT,capsicum,640,0.236568
FKIT,capsicum,641,0.195077
FKIT,capsicum,642,0.137167
FKIT,capsicum,643,0.163101
FKIT,capsicum,644,0.202526
FKIT,capsicum,645,0.093406
FKIT,capsicum,646,0.118735
FKIT,capsicum,647,0.211686
FKIT,capsicum,648,0.045256
FKIT,capsicum,649,0.062154
FKIT,capsicum,650,0.170931
FKIT,capsicum,651,0.176879
FKIT,capsicum,652,0.337497
FKIT,capsicum,653,0.395806
FKIT,capsicum,654,0.218982
FKIT,capsicum,655,0.207341
FKIT,capsicum,656,0.322528
FKIT,capsicum,657,0.297864
FKIT,capsicum,658,0.257396
FKIT,capsicum,659,0.296020
FKIT,capsicum,660,0.247877
FKIT,capsicum,661,0.236221
FKIT,capsicum,662,0.211056
FKIT,capsicum,663,0.216434
FKIT,capsicum,664,0.254380
FKIT,capsicum,665,0.092243
FKIT,capsicum,666,0.191385
FKIT,capsicum,667,0.225936
FKIT,capsicum,668,0.284003
FKIT,capsicum,669,0.214193
FKIT,capsicum,670,0.188119
FKIT,capsicum,671,0.219510
FKIT,capsicum,672,0.118518
FKIT,capsicum,673,0.122832
FKIT,capsicum,674,0.224059
FKIT,capsicum,675,0.141339
FKIT,capsicum,676,0.148245
FKIT,capsicum,677,0.182294
FKIT,capsicum,678,0.147394
FKIT,capsicum,679,0.134721
FKIT,capsicum,680,0.127831
FKIT,capsicum,681,0.255449
FKIT,capsicum,682,0.056824
FKIT,capsicum,683,0.336295
FKIT,capsicum,684,0.124834
FKIT,capsicum,685,0.055468
FKIT,capsicum,686,0.213346
FKIT,capsicum,687,0.061366
FKIT,capsicum,688,0.100199
FKIT,capsicum,689,0.226794
FKIT,capsicum,690,0.311565
FKIT,capsicum,691,0.118322
FKIT,capsicum,692,0.215209
FKIT,capsicum,693,0.114714
FKIT,capsicum,694,0.228653
FKIT,capsicum,695,0.218052
FKIT,capsicum,696,0.270755
FKIT,capsicum,697,0.038401
FKIT,capsicum,698,0.255577
FKIT,capsicum,699,0.228297
FKIT,capsicum,700,0.185706
FKIT,capsicum,701,0.246391
FKIT,capsicum,702,0.216064
FKIT,capsicum,703,0.184235
FKIT,capsicum,704,0.217845
FKIT,capsicum,705,0.258414
FKIT,capsicum,706,0.318187
FKIT,capsicum,707,0.180373
FKIT,capsicum,708,0.314026
FKIT,capsicum,709,0.138526
FKIT,capsicum,710,0.355497
FKIT,capsicum,711,0.113455
FKIT,capsicum,712,0.190455
FKIT,capsicum,713,0.277233
FKIT,capsicum,714,0.254587
FKIT,capsicum,715,0.353523
FKIT,capsicum,716,0.347479
FKIT,capsicum,717,0.232937
FKIT,capsicum,718,0.125483
FKIT,capsicum,719,0.144536
FKIT,capsicum,720,0.204938
FKIT,capsicum,721,0.435263
FKIT,capsicum,722,0.271009
FKIT,capsicum,723,0.316689
FKIT,capsicum,724,0.123601
FKIT,capsicum,725,0.257484
FKIT,capsicum,726,0.433544
FKIT,capsicum,727,0.491165
FKIT,capsicum,728,0.462871
FKIT,capsicum,729,0.363573
FKIT,capsicum,730,0.159045
FKIT,capsicum,731,0.089600
FKIT,capsicum,732,0.110532
FKIT,capsicum,733,0.155454
FKIT,capsicum,734,0.172896
FKIT,capsicum,735,0.204453
FKIT,capsicum,736,0.096604
FKIT,capsicum,737,0.122311
FKIT,capsicum,738,0.214056
FKIT,capsicum,739,0.314589
FKIT,capsicum,740,0.074344
FKIT,capsicum,741,0.294338
FKIT,capsicum,742,0.104504
FKIT,capsicum,743,0.211061
FKIT,capsicum,744,0.245256
FKIT,capsicum,745,0.457297
FKIT,capsicum,746,0.055700
FKIT,capsicum,747,0.105765
FKIT,capsicum,748,0.088019
FKIT,capsicum,749,0.057579
FKIT,capsicum,750,0.252287
FKIT,capsicum,751,0.399002
FKIT,capsicum,752,0.313349
FKIT,capsicum,753,0.272426
FKIT,capsicum,754,0.219758
FKIT,capsicum,755,0.143166
FKIT,capsicum,756,0.197807
FKIT,capsicum,757,0.082720
FKIT,capsicum,758,0.184713
FKIT,capsicum,759,0.198834
FKIT,capsicum,760,0.300663
FKIT,capsicum,761,0.379048
FKIT,capsicum,762,0.443008
FKIT,capsicum,763,0.247944
FKIT,capsicum,764,0.321303
FKIT,capsicum,765,0.155030
FKIT,capsicum,766,0.168570
FKIT,capsicum,767,0.293474
FKIT,capsicum,768,0.124972
FKIT,capsicum,769,0.157621
FKIT,capsicum,770,0.014296
FKIT,capsicum,771,0.239709
FKIT,capsicum,772,0.320703
FKIT,capsicum,773,0.184439
FKIT,capsicum,774,0.421617
FKIT,capsicum,775,0.243251
FKIT,capsicum,776,0.210383
FKIT,capsicum,777,0.177060
FKIT,capsicum,778,0.191059
FKIT,capsicum,779,0.049200
FKIT,capsicum,780,0.072058
FKIT,capsicum,781,0.025103
FKIT,capsicum,782,0.164686
FKIT,capsicum,783,0.017581
FKIT,capsicum,784,0.342316
FKIT,capsicum,785,0.231934
FKIT,capsicum,786,0.396431
FKIT,capsicum,787,0.374005
FKIT,capsicum,788,0.136522
FKIT,capsicum,789,0.216083
FKIT,capsicum,790,0.334146
FKIT,capsicum,791,0.070550
FKIT,capsicum,792,0.184532
FKIT,capsicum,793,0.127403
FKIT,capsicum,794,0.115337
FKIT,capsicum,795,0.209985
FKIT,capsicum,796,0.190404
FKIT,capsicum,797,0.299319
FKIT,capsicum,798,0.235244
FKIT,capsicum,799,0.238782
FKIT,capsicum,800,0.254891
FKIT,capsicum,801,0.427143
FKIT,capsicum,802,0.328833
FKIT,capsicum,803,0.408328
FKIT,capsicum,804,0.287836
FKIT,capsicum,805,0.094746
FKIT,capsicum,806,0.038528
FKIT,capsicum,807,0.274975
FKIT,capsicum,808,0.212862
FKIT,capsicum,809,0.182756
FKIT,capsicum,810,0.058956
FKIT,capsicum,811,0.447264
FKIT,capsicum,812,0.198705
FKIT,capsicum,813,0.327320
FKIT,capsicum,814,0.180784
FKIT,capsicum,815,0.084343
FKIT,capsicum,816,0.244063
FKIT,capsicum,817,0.301239
FKIT,capsicum,818,0.177584
FKIT,capsicum,819,0.095926
FKIT,capsicum,820,0.198684
FKIT,capsicum,821,0.054667
FKIT,capsicum,822,0.291823
FKIT,capsicum,823,0.106853
FKIT,capsicum,824,0.100018
FKIT,capsicum,825,0.157554
FKIT,capsicum,826,0.194159
FKIT,capsicum,827,0.283177
FKIT,capsicum,828,0.035351
FKIT,capsicum,829,0.243535
FKIT,capsicum,830,0.129523
FKIT,capsicum,831,0.161144
FKIT,capsicum,832,0.126836
FKIT,capsicum,833,0.142619
FKIT,capsicum,834,0.100041
FKIT,capsicum,835,0.174454
FKIT,capsicum,836,0.145856
FKIT,capsicum,837,0.094688
FKIT,capsicum,838,0.189894
FKIT,capsicum,839,0.148901
FKIT,capsicum,840,0.102902
FKIT,capsicum,841,0.143839
FKIT,capsicum,842,0.150770
FKIT,capsicum,843,0.130360
FKIT,capsicum,844,0.135335
FKIT,capsicum,845,0.090852
FKIT,capsicum,846,0.179870
FKIT,capsicum,847,0.007516
FKIT,capsicum,848,0.058984
FKIT,capsicum,849,0.133751
FKIT,capsicum,850,0.170959
FKIT,capsicum,851,0.121716
FKIT,capsicum,852,0.229991
FKIT,capsicum,853,0.097243
FKIT,capsicum,854,0.107751
FKIT,capsicum,855,0.150665
FKIT,capsicum,856,0.235777
FKIT,capsicum,857,0.345866
FKIT,capsicum,858,0.204017
FKIT,capsicum,859,0.161348
FKIT,capsicum,860,0.243183
FKIT,capsicum,861,0.139724
FKIT,capsicum,862,0.332821
FKIT,capsicum,863,0.326574
FKIT,capsicum,864,0.325797
FKIT,capsicum,865,0.342508
FKIT,capsicum,866,0.317739
FKIT,capsicum,867,0.346589
FKIT,capsicum,868,0.202357
FKIT,capsicum,869,0.072761
FKIT,capsicum,870,0.314542
FKIT,capsicum,871,0.169395
FKIT,capsicum,872,0.269704
FKIT,capsicum,873,0.325025
FKIT,capsicum,874,0.265557
FKIT,capsicum,875,0.069624
FKIT,capsicum,876,0.095327
FKIT,capsicum,877,0.229233
FKIT,capsicum,878,0.114780
FKIT,capsicum,879,0.070994
FKIT,capsicum,880,0.195864
FKIT,chocolate_bomb,0,
FKIT,chocolate_bomb,1,0.039729
FKIT,chocolate_bomb,2,0.041871
FKIT,chocolate_bomb,3,0.024204
FKIT,chocolate_bomb,4,0.096927
FKIT,chocolate_bomb,5,0.018616
FKIT,chocolate_bomb,6,0.122406
FKIT,chocolate_bomb,7,0.129717
FKIT,chocolate_bomb,8,0.106039
FKIT,chocolate_bomb,9,0.050154
FKIT,chocolate_bomb,10,0.056474
FKIT,chocolate_bomb,11,0.061071
FKIT,chocolate_bomb,12,0.141654
FKIT,chocolate_bomb,13,0.157145
FKIT,chocolate_bomb,14,0.037813
FKIT,chocolate_bomb,15,0.054440
FKIT,chocolate_bomb,16,0.060326
FKIT,chocolate_bomb,17,0.268263
FKIT,chocolate_bomb,18,0.093555
FKIT,chocolate_bomb,19,0.064335
FKIT,chocolate_bomb,20,0.230078
FKIT,chocolate_bomb,21,0.132269
FKIT,chocolate_bomb,22,0.146581
FKIT,chocolate_bomb,23,0.161063
FKIT,chocolate_bomb,24,0.120232
FKIT,chocolate_bomb,25,0.035265
FKIT,chocolate_bomb,26,0.040945
FKIT,chocolate_bomb,27,0.175089
FKIT,chocolate_bomb,28,0.046984
FKIT,chocolate_bomb,29,0.058124
FKIT,chocolate_bomb,30,0.109014
FKIT,chocolate_bomb,31,0.207373
FKIT,chocolate_bomb,32,0.079699
FKIT,chocolate_bomb,33,0.148682
FKIT,chocolate_bomb,34,0.170697
FKIT,chocolate_bomb,35,0.241579
FKIT,chocolate_bomb,36,0.086510
FKIT,chocolate_bomb,37,0.381349
FKIT,chocolate_bomb,38,0.106075
FKIT,chocolate_bomb,39,0.189651
FKIT,chocolate_bomb,40,0.058131
FKIT,chocolate_bomb,41,0.250479
FKIT,chocolate_bomb,42,0.164817
FKIT,chocolate_bomb,43,0.192818
FKIT,chocolate_bomb,44,0.186002
FKIT,chocolate_bomb,45,0.331882
FKIT,chocolate_bomb,46,0.123082
FKIT,chocolate_bomb,47,0.191125
FKIT,chocolate_bomb,48,0.249097
FKIT,chocolate_bomb,49,0.391590
FKIT,chocolate_bomb,50,0.128905
FKIT,chocolate_bomb,51,0.283020
FKIT,chocolate_bomb,52,0.278708
FKIT,chocolate_bomb,53,0.179055
FKIT,chocolate_bomb,54,0.179558
FKIT,chocolate_bomb,55,0.109395
FKIT,chocolate_bomb,56,0.244289
FKIT,chocolate_bomb,57,0.146525
FKIT,chocolate_bomb,58,0.218658
FKIT,chocolate_bomb,59,0.182870
FKIT,chocolate_bomb,60,0.156419
FKIT,chocolate_bomb,61,0.116063
FKIT,chocolate_bomb,62,0.095895
FKIT,chocolate_bomb,63,0.108031
FKIT,chocolate_bomb,64,0.145330
FKIT,chocolate_bomb,65,0.119712
FKIT,chocolate_bomb,66,0.162941
FKIT,chocolate_bomb,67,0.099263
FKIT,chocolate_bomb,68,0.240053
FKIT,chocolate_bomb,69,0.374828
FKIT,chocolate_bomb,70,0.116238
FKIT,chocolate_bomb,71,0.417312
FKIT,chocolate_bomb,72,0.296929
FKIT,chocolate_bomb,73,0.477291
FKIT,chocolate_bomb,74,0.442313
FKIT,chocolate_bomb,75,0.369171
FKIT,chocolate_bomb,76,0.158091
FKIT,chocolate_bomb,77,0.409752
FKIT,chocolate_bomb,78,0.397251
FKIT,chocolate_bomb,79,0.485385
FKIT,chocolate_bomb,80,0.331355
FKIT,chocolate_bomb,81,0.380678
FKIT,chocolate_bomb,82,0.665276
FKIT,chocolate_bomb,83,0.255941
FKIT,chocolate_bomb,84,0.208852
FKIT,chocolate_bomb,85,0.059072
FKIT,chocolate_bomb,86,0.079218
FKIT,chocolate_bomb,87,0.101386
FKIT,chocolate_bomb,88,0.242663
FKIT,chocolate_bomb,89,0.140135
FKIT,chocolate_bomb,90,0.261650
FKIT,chocolate_bomb,91,0.269598
FKIT,chocolate_bomb,92,0.135249
FKIT,chocolate_bomb,93,0.197615
FKIT,chocolate_bomb,94,0.139184
FKIT,chocolate_bomb,95,0.313888
FKIT,chocolate_bomb,96,0.211286
FKIT,chocolate_bomb,97,0.281440
FKIT,chocolate_bomb,98,0.231752
FKIT,chocolate_bomb,99,0.180022
FKIT,chocolate_bomb,100,0.162772
FKIT,chocolate_bomb,101,0.186718
FKIT,chocolate_bomb,102,0.244335
FKIT,chocolate_bomb,103,0.146984
FKIT,chocolate_bomb,104,0.282492
FKIT,chocolate_bomb,105,0.189812
FKIT,chocolate_bomb,106,0.141352
FKIT,chocolate_bomb,107,0.336595
FKIT,chocolate_bomb,108,0.066570
FKIT,chocolate_bomb,109,0.162080
FKIT,chocolate_bomb,110,0.194059
FKIT,chocolate_bomb,111,0.162704
FKIT,chocolate_bomb,112,0.006103
FKIT,chocolate_bomb,113,0.115000
FKIT,chocolate_bomb,114,0.080327
FKIT,chocolate_bomb,115,0.163841
FKIT,chocolate_bomb,116,0.194315
FKIT,chocolate_bomb,117,0.138533
FKIT,chocolate_bomb,118,0.195108
FKIT,chocolate_bomb,119,0.073065
FKIT,chocolate_bomb,120,0.277349
FKIT,chocolate_bomb,121,0.129998
FKIT,chocolate_bomb,122,0.202993
FKIT,chocolate_bomb,123,0.183027
FKIT,chocolate_bomb,124,0.185602
FKIT,chocolate_bomb,125,0.173471
FKIT,chocolate_bomb,126,0.137041
FKIT,chocolate_bomb,127,0.091369
FKIT,chocolate_bomb,128,0.148621
FKIT,chocolate_bomb,129,0.126785
FKIT,chocolate_bomb,130,0.121942
FKIT,chocolate_bomb,131,0.214593
FKIT,chocolate_bomb,132,0.224369
FKIT,chocolate_bomb,133,0.172550
FKIT,chocolate_bomb,134,0.213867
FKIT,chocolate_bomb,135,0.149646
FKIT,chocolate_bomb,136,0.070097
FKIT,chocolate_bomb,137,0.118539
FKIT,chocolate_bomb,138,0.184039
FKIT,chocolate_bomb,139,0.199443
FKIT,chocolate_bomb,140,0.126921
FKIT,chocolate_bomb,141,0.038865
FKIT,chocolate_bomb,142,0.040456
FKIT,chocolate_bomb,143,0.081920
FKIT,chocolate_bomb,144,0.163522
FKIT,chocolate_bomb,145,0.047096
FKIT,chocolate_bomb,146,0.063636
FKIT,chocolate_bomb,147,0.043031
FKIT,chocolate_bomb,148,0.215752
FKIT,chocolate_bomb,149,0.216719
FKIT,chocolate_bomb,150,0.199346
FKIT,chocolate_bomb,151,0.274517
FKIT,chocolate_bomb,152,0.290318
FKIT,chocolate_bomb,153,0.246403
FKIT,chocolate_bomb,154,0.211348
FKIT,chocolate_bomb,155,0.157330
FKIT,chocolate_bomb,156,0.119180
FKIT,chocolate_bomb,157,0.083483
FKIT,chocolate_bomb,158,0.050481
FKIT,chocolate_bomb,159,0.125377
FKIT,chocolate_bomb,160,0.070536
FKIT,chocolate_bomb,161,0.227483
FKIT,chocolate_bomb,162,0.112702
FKIT,chocolate_bomb,163,0.109618
FKIT,chocolate_bomb,164,0.082099
FKIT,chocolate_bomb,165,0.123797
FKIT,chocolate_bomb,166,0.129902
FKIT,chocolate_bomb,167,0.172894
FKIT,chocolate_bomb,168,0.028364
FKIT,chocolate_bomb,169,0.087820
FKIT,chocolate_bomb,170,0.120812
FKIT,chocolate_bomb,171,0.108054
FKIT,chocolate_bomb,172,0.093689
FKIT,chocolate_bomb,173,0.164420
FKIT,chocolate_bomb,174,0.256810
FKIT,chocolate_bomb,175,0.147344
FKIT,chocolate_bomb,176,0.054168
FKIT,chocolate_bomb,177,0.081192
FKIT,chocolate_bomb,178,0.053037
FKIT,chocolate_bomb,179,0.032654
FKIT,chocolate_bomb,180,0.075710
FKIT,chocolate_bomb,181,0.100668
FKIT,chocolate_bomb,182,0.070114
FKIT,chocolate_bomb,183,0.113731
FKIT,chocolate_bomb,184,0.021876
FKIT,chocolate_bomb,185,0.039016
FKIT,chocolate_bomb,186,0.103083
FKIT,chocolate_bomb,187,0.167644
FKIT,chocolate_bomb,188,0.199624
FKIT,chocolate_bomb,189,0.140804
FKIT,chocolate_bomb,190,0.101382
FKIT,chocolate_bomb,191,0.177375
FKIT,chocolate_bomb,192,0.051288
FKIT,chocolate_bomb,193,0.020249
FKIT,chocolate_bomb,194,0.148760
FKIT,chocolate_bomb,195,0.147776
FKIT,chocolate_bomb,196,0.207101
FKIT,chocolate_bomb,197,0.108430
FKIT,chocolate_bomb,198,0.162417
FKIT,chocolate_bomb,199,0.076714
FKIT,chocolate_bomb,200,0.066171
FKIT,chocolate_bomb,201,0.078552
FKIT,chocolate_bomb,202,0.082469
FKIT,chocolate_bomb,203,0.166062
FKIT,chocolate_bomb,204,0.128734
FKIT,chocolate_bomb,205,0.297944
FKIT,chocolate_bomb,206,0.297725
FKIT,chocolate_bomb,207,0.220011
FKIT,chocolate_bomb,208,0.037554
FKIT,chocolate_bomb,209,0.148887
FKIT,chocolate_bomb,210,0.201196
FKIT,chocolate_bomb,211,0.138817
FKIT,chocolate_bomb,212,0.086991
FKIT,chocolate_bomb,213,0.056514
FKIT,chocolate_bomb,214,0.066838
FKIT,chocolate_bomb,215,0.052668
FKIT,chocolate_bomb,216,0.087172
FKIT,chocolate_bomb,217,0.051600
FKIT,chocolate_bomb,218,0.102615
FKIT,chocolate_bomb,219,0.077651
FKIT,chocolate_bomb,220,0.071518
FKIT,chocolate_bomb,221,0.060978
FKIT,chocolate_bomb,222,0.066660
FKIT,chocolate_bomb,223,0.149631
FKIT,chocolate_bomb,224,0.154969
FKIT,chocolate_bomb,225,0.061657
FKIT,chocolate_bomb,226,0.125080
FKIT,chocolate_bomb,227,0.163229
FKIT,chocolate_bomb,228,0.145522
FKIT,chocolate_bomb,229,0.045719
FKIT,chocolate_bomb,230,0.134201
FKIT,chocolate_bomb,231,0.316242
FKIT,chocolate_bomb,232,0.087764
FKIT,chocolate_bomb,233,0.261146
FKIT,chocolate_bomb,234,0.299461
FKIT,chocolate_bomb,235,0.202098
FKIT,chocolate_bomb,236,0.062273
FKIT,chocolate_bomb,237,0.203694
FKIT,chocolate_bomb,238,0.089108
FKIT,chocolate_bomb,239,0.256081
FKIT,chocolate_bomb,240,0.078550
FKIT,chocolate_bomb,241,0.155253
FKIT,chocolate_bomb,242,0.132258
FKIT,chocolate_bomb,243,0.251033
FKIT,chocolate_bomb,244,0.116310
FKIT,chocolate_bomb,245,0.164515
FKIT,chocolate_bomb,246,0.065868
FKIT,chocolate_bomb,247,0.059343
FKIT,chocolate_bomb,248,0.130201
FKIT,chocolate_bomb,249,0.019093
FKIT,chocolate_bomb,250,0.010347
FKIT,chocolate_bomb,251,0.138637
FKIT,chocolate_bomb,252,0.121495
FKIT,chocolate_bomb,253,0.132968
FKIT,chocolate_bomb,254,0.088782
FKIT,chocolate_bomb,255,0.144526
FKIT,chocolate_bomb,256,0.220386
FKIT,chocolate_bomb,257,0.209773
FKIT,chocolate_bomb,258,0.073229
FKIT,chocolate_bomb,259,0.033996
FKIT,chocolate_bomb,260,0.119168
FKIT,chocolate_bomb,261,0.054634
FKIT,chocolate_bomb,262,0.092134
FKIT,chocolate_bomb,263,0.112450
FKIT,chocolate_bomb,264,0.176570
FKIT,chocolate_bomb,265,0.113761
FKIT,chocolate_bomb,266,0.205123
FKIT,chocolate_bomb,267,0.081996
FKIT,chocolate_bomb,268,0.149577
FKIT,chocolate_bomb,269,0.102828
FKIT,chocolate_bomb,270,0.172171
